iter	Passed	Remaining
479	1013	1222
480	1015	1220
481	1017	1218
482	1019	1216
483	1021	1213
484	1023	1211
485	1025	1208
486	1026	1206
487	1028	1203
488	1030	1201
489	1032	1199
490	1034	1196
491	1036	1194
492	1039	1193
493	1041	1190
494	1043	1188
495	1044	1186
496	1046	1183
497	1048	1181
498	1050	1178
499	1052	1176
500	1053	1173
501	1055	1171
502	1057	1169
503	1059	1166
504	1061	1164
505	1063	1162
506	1065	1160
507	1067	1157
508	1069	1155
509	1071	1153
510	1073	1150
511	1075	1148
512	1076	1146
513	1078	1144
514	1081	1142
515	1083	1139
516	1085	1137
517	1086	1135
518	1089	1133
519	1090	1130
520	1092	1128
521	1094	1126
522	1096	1123
523	1098	1121
524	1100	1118
525	1101	1116
526	1104	1114
527	1106	1112
528	1108	1110
529	1110	1108
530	1112	1105
531	1114	1103
532	1115	1101
533	1117	1098
534	1119	1096
535	1121	1094
536	1123	1092
537	1125	1089
538	1127	1087
539	1129	1085
540	1131	1083
541	1133	1080
542	1135	1078
543	1137	1076
544	1139	1074
545	1140	1071
546	1142	1069
547	1145	1067
548	1147	1065
549	1148	1063
550	1150	1061
551	1153	1059
552	1155	1056
553	1157	1054
554	1158	1052
555	1160	1050
556	1162	1047
557	1164	1045
558	1166	1043
559	1168	1041
560	1170	1039
561	1172	1036
562	1174	1034
563	1176	1032
564	1178	1030
565	1180	1028
566	1182	1026
567	1184	1024
568	1187	1022
569	1188	1020
570	1190	1017
571	1192	1015
572	1194	1013
573	1196	1010
574	1198	1008
575	1200	1006
576	1202	1004
577	1204	1002
578	1206	1000
579	1208	997
580	1210	995
581	1211	993
582	1213	990
583	1215	988
584	1217	986
585	1218	983
586	1220	981
587	1222	979
588	1225	977
589	1227	975
590	1229	973
591	1231	971
592	1233	969
593	1235	966
594	1237	964
595	1238	962
596	1240	960
597	1242	957
598	1244	955
599	1246	953
600	1248	951
601	1250	949
602	1252	947
603	1254	944
604	1256	942
605	1258	940
606	1259	938
607	1261	935
608	1263	933
609	1265	931
610	1267	929
611	1269	926
612	1270	924
613	1272	922
614	1274	920
615	1276	917
616	1278	915
617	1279	913
618	1281	911
619	1284	909
620	1286	907
621	1288	905
622	1290	903
623	1292	900
624	1294	898
625	1296	896
626	1297	894
627	1299	891
628	1301	889
629	1303	887
630	1306	885
631	1308	883
632	1310	881
633	1312	879
634	1313	877
635	1316	875
636	1317	873
637	1319	870
638	1321	868
639	1323	866
640	1324	863
641	1326	861
642	1328	859
643	1330	857
644	1332	855
645	1334	853
646	1336	850
647	1338	848
648	1340	846
649	1342	844
650	1344	842
651	1346	840
652	1348	838
653	1350	836
654	1352	834
655	1354	832
656	1356	829
657	1358	827
658	1360	825
659	1362	823
660	1364	821
661	1366	819
662	1368	817
663	1370	815
664	1372	813
665	1374	811
666	1376	808
667	1377	806
668	1379	804
669	1381	802
670	1383	800
671	1385	797
672	1387	795
673	1389	793
674	1391	791
675	1393	789
676	1395	787
677	1397	785
678	1399	783
679	1401	781
680	1403	778
681	1405	776
682	1406	774
683	1408	772
684	1410	770
685	1412	768
686	1414	765
687	1416	763
688	1418	761
689	1420	759
690	1422	757
691	1424	755
692	1426	753
693	1427	750
694	1429	748
695	1431	746
696	1433	744
697	1435	742
698	1437	740
699	1439	738
700	1441	736
701	1443	734
702	1446	732
703	1448	730
704	1449	728
705	1451	725
706	1453	723
707	1455	721
708	1456	719
709	1459	717
710	1462	715
711	1464	713
712	1466	711
713	1468	709
714	1470	707
715	1471	705
716	1474	703
717	1475	700
718	1477	698
719	1479	696
720	1482	694
721	1484	692
722	1486	690
723	1488	688
724	1490	686
725	1492	684
726	1494	682
727	1496	680
728	1498	678
729	1500	676
730	1501	673
731	1503	671
732	1505	669
733	1507	667
734	1509	665
735	1512	663
736	1513	661
737	1515	659
738	1517	657
739	1519	654
740	1521	652
741	1523	650
742	1525	648
743	1527	646
744	1529	644
745	1531	642
746	1533	640
747	1535	638
748	1537	636
749	1539	634
750	1541	632
751	1543	630
752	1545	627
753	1547	625
754	1548	623
755	1550	621
756	1552	619
757	1555	617
758	1557	615
759	1559	613
760	1561	611
761	1563	609
762	1565	607
763	1567	605
764	1570	603
765	1572	601
766	1574	599
767	1576	597
768	1577	595
769	1579	592
770	1581	590
771	1583	588
772	1585	586
773	1586	584
774	1588	582
775	1590	580
776	1592	578
777	1595	576
778	1597	574
779	1599	571
780	1600	569
781	1602	567
782	1604	565
783	1606	563
784	1608	561
785	1610	559
786	1612	557
787	1614	555
788	1616	553
789	1619	551
790	1621	549
791	1623	547
792	1625	545
793	1627	543
794	1628	540
795	1630	538
796	1632	536
797	1634	534
798	1636	532
799	1638	530
800	1640	528
801	1642	526
802	1644	524
803	1646	522
804	1648	520
805	1650	518
806	1652	515
807	1653	513
808	1655	511
809	1657	509
810	1659	507
811	1661	505
812	1663	503
813	1665	501
814	1667	499
815	1669	497
816	1671	495
817	1673	492
818	1674	490
819	1676	488
820	1678	486
821	1680	484
822	1682	482
823	1683	480
824	1685	478
825	1687	475
826	1689	473
827	1691	471
828	1693	469
829	1695	467
830	1697	465
831	1699	463
832	1701	461
833	1703	459
834	1705	457
835	1707	455
836	1708	453
837	1710	451
838	1712	448
839	1714	446
840	1715	444
841	1717	442
842	1719	440
843	1722	438
844	1724	436
845	1726	434
846	1728	432
847	1730	430
848	1731	428
849	1733	426
850	1735	424
851	1737	422
852	1739	419
853	1741	417
854	1742	415
855	1744	413
856	1747	411
857	1748	409
858	1750	407
859	1752	405
860	1754	403
861	1756	401
862	1758	399
863	1760	397
864	1762	395
865	1764	393
866	1766	391
867	1768	389
868	1770	387
869	1771	384
870	1773	382
871	1775	380
872	1777	378
873	1779	376
874	1781	374
875	1783	372
876	1785	370
877	1787	368
878	1789	366
879	1791	364
880	1793	362
881	1795	360
882	1797	358
883	1799	356
884	1800	354
885	1803	352
886	1805	350
887	1807	348
888	1809	345
889	1811	344
890	1813	341
891	1815	339
892	1817	337
893	1819	335
894	1821	333
895	1823	331
896	1825	329
897	1827	327
898	1829	325
899	1831	323
900	1833	321
901	1835	319
902	1837	317
903	1839	315
904	1841	313
905	1843	311
906	1845	309
907	1847	307
908	1848	305
909	1850	303
910	1852	300
911	1854	298
912	1856	296
913	1858	294
914	1860	292
915	1862	290
916	1864	288
917	1866	286
918	1869	284
919	1871	282
920	1873	280
921	1875	278
922	1877	276
923	1879	274
924	1881	272
925	1883	270
926	1885	268
927	1887	266
928	1889	264
929	1892	262
930	1894	260
931	1895	258
932	1897	256
933	1899	254
934	1901	252
935	1902	250
936	1905	248
937	1907	246
938	1909	244
939	1911	242
940	1913	239
941	1915	237
942	1917	235
943	1919	233
944	1921	231
945	1922	229
946	1924	227
947	1926	225
948	1928	223
949	1930	221
950	1932	219
951	1934	217
952	1936	215
953	1938	213
954	1940	211
955	1942	209
956	1944	207
957	1945	205
958	1947	203
959	1949	201
960	1951	198
961	1953	196
962	1955	194
963	1957	192
964	1959	190
965	1962	188
966	1965	186
967	1967	184
968	1969	182
969	1971	180
970	1973	178
971	1976	176
972	1978	174
973	1980	172
974	1982	170
975	1985	168
976	1987	166
977	1989	164
978	1991	162
979	1993	160
980	1996	158
981	1998	156
982	2000	154
983	2002	152
984	2004	150
985	2007	148
986	2009	146
987	2011	144
988	2013	142
989	2015	140
990	2018	138
991	2020	136
992	2022	134
993	2024	132
994	2027	130
995	2029	128
996	2031	126
997	2033	124
998	2036	122
999	2038	120
1000	2040	118
1001	2042	116
1002	2045	114
1003	2047	112
1004	2049	110
1005	2051	108
1006	2053	106
1007	2056	104
1008	2058	102
1009	2060	99
1010	2062	97
1011	2065	95
1012	2067	93
1013	2069	91
1014	2071	89
1015	2073	87
1016	2075	85
1017	2077	83
1018	2080	81
1019	2082	79
1020	2084	77
1021	2086	75
1022	2088	73
1023	2090	71
1024	2092	69
1025	2095	67
1026	2097	65
1027	2099	63
1028	2101	61
1029	2103	59
1030	2105	57
1031	2107	55
1032	2110	53
1033	2112	51
1034	2115	49
1035	2118	47
1036	2120	44
1037	2122	42
1038	2125	40
1039	2127	38
1040	2130	36
1041	2132	34
1042	2134	32
1043	2136	30
1044	2139	28
1045	2141	26
1046	2143	24
1047	2145	22
1048	2147	20
1049	2150	18
1050	2152	16
1051	2154	14
1052	2156	12
1053	2160	10
1054	2162	8
1055	2165	6
1056	2167	4
1057	2169	2
1058	2171	0
